addr	timept	g	range
10356	0.1	3.3951416015625e-05	27
10356	100000.0	2.6293945312500008e-05	27
10356	1.0	3.3811035156249994e-05	27
10356	0.0	3.4093017578125e-05	27
10356	0.01	3.3811035156249994e-05	27
10357	100000.0	1.9127197265625006e-05	16
10357	1.0	1.8480224609375e-05	16
10357	0.0	2.0615234375e-05	16
10357	0.01	2.0614013671875e-05	16
10357	0.1	2.0526123046875e-05	16
10358	0.1	3.168090820312499e-05	25
10358	100000.0	2.6408691406249994e-05	25
10358	1.0	2.9603271484374994e-05	25
10358	0.0	3.20458984375e-05	25
10358	0.01	3.1772460937499995e-05	25
10359	1.0	3.1331787109374994e-05	23
10359	0.01	2.947509765625e-05	23
10359	4.0	3.1240234375000004e-05	23
10359	0.1	2.9869384765625e-05	23
10359	0.0	2.8936767578124988e-05	23
10359	100000.0	3.0495605468750005e-05	23
10360	100000.0	3.5847167968750004e-05	28
10360	1.0	3.511474609374999e-05	28
10360	0.0	3.5455322265625e-05	28
10360	0.1	3.529541015624999e-05	28
10360	0.01	3.565795898437499e-05	28
10361	0.1	2.6490478515624994e-05	21
10361	1.0	2.599975585937499e-05	21
10361	0.01	2.696044921875e-05	21
10361	4.0	2.5679931640625007e-05	21
10361	100000.0	2.7947998046875e-05	21
10361	0.0	2.741088867187499e-05	21
10362	0.0	2.470458984375e-05	19
10362	0.01	2.3624267578124994e-05	19
10362	100000.0	2.615234375e-05	19
10362	1.0	2.463989257812499e-05	19
10362	0.1	2.444091796874999e-05	19
10363	0.1	2.24072265625e-05	16
10363	1.0	2.262084960937499e-05	16
10363	100000.0	1.8184814453125e-05	16
10363	0.0	2.0072021484375e-05	16
10363	0.01	2.0081787109375e-05	16
10364	100000.0	1.415771484375e-05	15
10364	4.0	1.8494873046874994e-05	15
10364	0.01	1.7807617187499994e-05	15
10364	0.1	1.8577880859374992e-05	15
10364	0.0	1.8911132812499993e-05	15
10364	1.0	2.089965820312499e-05	15
10365	0.01	2.637451171874999e-05	20
10365	0.0	2.617919921874999e-05	20
10365	100000.0	2.7576904296875014e-05	20
10365	1.0	2.4296875e-05	20
10365	0.1	2.638793945312499e-05	20
10366	0.0	2.6324462890625005e-06	2
10366	0.1	1.355438232421875e-06	2
10366	100000.0	1.2120056152343752e-06	2
10366	1.0	1.5303039550781246e-06	2
10366	0.01	2.667236328125e-06	2
10366	4.0	1.597213745117187e-06	2
10367	1.0	1.0003662109374994e-05	7
10367	100000.0	2.4794921875e-05	7
10367	0.1	1.02337646484375e-05	7
10367	0.0	9.168701171875e-06	7
10367	0.01	1.01910400390625e-05	7
10368	0.0	2.0111083984374994e-05	16
10368	0.01	1.9537353515625e-05	16
10368	100000.0	1.0938110351562504e-05	16
10368	1.0	1.603881835937499e-05	16
10368	0.1	1.9014892578124992e-05	16
10369	0.0	2.5439453125e-05	20
10369	0.1	2.5667724609374995e-05	20
10369	1.0	2.6441650390625e-05	20
10369	0.01	2.6280517578124994e-05	20
10369	100000.0	2.3908691406250008e-05	20
10370	0.01	7.523193359374999e-06	4
10370	1.0	8.01025390625e-06	4
10370	0.1	7.209472656249997e-06	4
10370	100000.0	7.031250000000003e-06	4
10370	0.0	5.177917480468749e-06	4
10371	0.0	2.505981445312499e-05	20
10371	1.0	3.203735351562499e-05	20
10371	0.01	2.5050048828125007e-05	20
10371	0.1	2.457031249999999e-05	20
10371	100000.0	2.6303710937500007e-05	20
10372	1.0	1.7230224609375e-06	1
10372	0.1	1.7227935791015626e-06	1
10372	4.0	3.8139343261718734e-06	1
10372	0.01	1.44012451171875e-06	1
10372	0.0	1.4077758789062506e-06	1
10372	100000.0	2.0079040527343756e-06	1
10373	0.1	7.8253173828125e-06	6
10373	0.0	8.074951171874997e-06	6
10373	4.0	7.716674804687498e-06	6
10373	100000.0	1.0681152343750003e-05	6
10373	1.0	7.3626708984375e-06	6
10373	0.01	8.598022460937496e-06	6
10374	0.1	3.20751953125e-05	25
10374	0.01	3.193603515624999e-05	25
10374	1.0	2.8511962890624993e-05	25
10374	100000.0	2.700317382812501e-05	25
10374	0.0	3.21337890625e-05	25
10375	0.01	1.9149169921875e-05	15
10375	0.0	1.8934326171874993e-05	15
10375	4.0	1.90576171875e-05	15
10375	1.0	1.9591064453125e-05	15
10375	100000.0	1.7239990234375006e-05	15
10375	0.1	1.9412841796875e-05	15
10376	100000.0	3.21484375e-05	24
10376	0.01	3.02978515625e-05	24
10376	0.1	3.0773925781249985e-05	24
10376	0.0	3.0822753906249993e-05	24
10376	1.0	3.0640869140624995e-05	24
10377	0.01	3.784423828124998e-05	30
10377	4.0	3.859863281249999e-05	30
10377	0.0	3.779785156249999e-05	30
10377	100000.0	3.746093750000001e-05	30
10377	1.0	3.90087890625e-05	30
10377	0.1	3.729003906249999e-05	30
10378	4.0	5.203247070312499e-06	4
10378	100000.0	6.535644531249999e-06	4
10378	1.0	5.185546874999997e-06	4
10378	0.0	5.568847656249998e-06	4
10378	0.01	5.4730224609374974e-06	4
10378	0.1	5.1733398437499984e-06	4
10379	0.0	2.930908203125e-05	23
10379	1.0	2.13525390625e-05	23
10379	100000.0	2.21044921875e-05	23
10379	0.01	2.9848632812499995e-05	23
10379	0.1	2.9062499999999995e-05	23
10380	4.0	3.301025390625e-05	26
10380	1.0	3.2995605468749985e-05	26
10380	100000.0	2.7109375e-05	26
10380	0.0	3.274414062499999e-05	26
10380	0.1	3.2392578124999985e-05	26
10380	0.01	3.297241210937499e-05	26
10381	100000.0	2.0050048828125008e-05	20
10381	1.0	2.6046142578124994e-05	20
10381	0.1	2.5310058593749993e-05	20
10381	0.0	2.533813476562499e-05	20
10381	0.01	2.5205078124999993e-05	20
10382	1.0	7.971801757812499e-06	6
10382	0.1	8.197021484374997e-06	6
10382	100000.0	5.7049560546875015e-06	6
10382	0.01	8.549804687499997e-06	6
10382	0.0	8.429260253906247e-06	6
10383	0.1	9.842681884765622e-07	0
10383	4.0	9.819030761718746e-07	0
10383	100000.0	1.0886383056640624e-06	0
10383	0.01	1.004867553710937e-06	0
10383	1.0	8.701324462890623e-07	0
10383	0.0	9.877014160156247e-07	0
10384	100000.0	2.4138183593750007e-05	22
10384	0.1	2.854248046875e-05	22
10384	0.0	2.789794921874999e-05	22
10384	0.01	2.82470703125e-05	22
10384	1.0	2.9041748046874988e-05	22
10385	0.0	6.6674804687499985e-06	5
10385	4.0	1.887207031249999e-05	5
10385	1.0	1.916748046875e-05	5
10385	100000.0	1.342041015625e-05	5
10385	0.01	6.805725097656249e-06	5
10385	0.1	1.6607666015624994e-05	5
10386	0.1	2.0689697265624993e-05	16
10386	100000.0	1.71697998046875e-05	16
10386	0.01	2.0054931640625e-05	16
10386	0.0	2.03759765625e-05	16
10386	1.0	2.0144042968750007e-05	16
10387	4.0	5.411376953125e-06	2
10387	100000.0	4.4226074218750015e-06	2
10387	1.0	5.4742431640625e-06	2
10387	0.01	3.089294433593748e-06	2
10387	0.1	3.2073974609374987e-06	2
10387	0.0	3.087768554687497e-06	2
10388	0.1	1.1590576171874996e-05	11
10388	100000.0	1.3417968750000004e-05	11
10388	0.0	1.4534912109374998e-05	11
10388	1.0	1.1816406249999993e-05	11
10388	0.01	1.2973632812499997e-05	11
10389	100000.0	2.414794921875e-05	17
10389	0.01	2.1416015625e-05	17
10389	0.1	2.4818115234374995e-05	17
10389	1.0	2.580932617187499e-05	17
10389	0.0	2.244873046875e-05	17
10390	0.0	2.5867919921875e-05	20
10390	1.0	2.5953369140624992e-05	20
10390	4.0	2.5875244140624992e-05	20
10390	0.01	2.607421875e-05	20
10390	100000.0	2.3746337890625004e-05	20
10390	0.1	2.6030273437499995e-05	20
10391	1.0	1.3229980468749995e-05	10
10391	0.1	1.2340087890625e-05	10
10391	0.0	1.2549438476562496e-05	10
10391	0.01	1.2196044921874995e-05	10
10391	100000.0	1.9453125e-05	10
10392	4.0	2.377197265624999e-05	21
10392	1.0	2.495239257812499e-05	21
10392	0.01	2.7478027343749993e-05	21
10392	100000.0	2.2823486328125e-05	21
10392	0.0	2.7222900390624995e-05	21
10392	0.1	2.5836181640625e-05	21
10393	0.0	1.4665527343749995e-05	11
10393	100000.0	1.368408203125e-05	11
10393	0.01	1.42779541015625e-05	11
10393	0.1	1.3180541992187495e-05	11
10393	1.0	1.1960449218749996e-05	11
10393	4.0	1.1955566406249995e-05	11
10394	1.0	1.9066162109374993e-05	15
10394	0.01	1.8345947265625e-05	15
10394	100000.0	1.682373046875e-05	15
10394	0.0	1.9541015625e-05	15
10394	0.1	1.8336181640625e-05	15
10395	1.0	8.591918945312497e-06	9
10395	0.1	1.1189575195312496e-05	9
10395	0.0	1.16497802734375e-05	9
10395	0.01	1.1804199218749996e-05	9
10395	100000.0	9.230346679687504e-06	9
10396	100000.0	1.7293701171875e-05	6
10396	0.01	8.051147460937497e-06	6
10396	0.1	7.970581054687497e-06	6
10396	1.0	7.8009033203125e-06	6
10396	4.0	7.85247802734375e-06	6
10396	0.0	8.306884765624997e-06	6
10397	0.01	1.6608276367187498e-05	13
10397	0.0	1.6664428710937493e-05	13
10397	1.0	1.6790771484374994e-05	13
10397	0.1	1.6070556640624995e-05	13
10397	100000.0	1.1207275390625004e-05	13
10398	0.01	1.6826171874999995e-05	12
10398	100000.0	9.545288085937503e-06	12
10398	0.1	1.3957519531249995e-05	12
10398	1.0	1.5586547851562492e-05	12
10398	4.0	1.27423095703125e-05	12
10398	0.0	1.5486450195312494e-05	12
10399	1.0	4.170227050781248e-06	1
10399	0.01	1.5505981445312509e-06	1
10399	0.0	1.7367553710937492e-06	1
10399	4.0	1.03424072265625e-06	1
10399	100000.0	1.1713409423828123e-06	1
10399	0.1	4.276733398437499e-06	1
10400	1.0	8.515319824218747e-06	3
10400	100000.0	5.4449462890625e-06	3
10400	0.1	7.180480957031248e-06	3
10400	0.01	7.888793945312499e-06	3
10400	4.0	7.172241210937497e-06	3
10400	0.0	3.91204833984375e-06	3
10401	0.0	3.297119140624999e-05	26
10401	0.1	3.2779541015624985e-05	26
10401	1.0	3.3350830078124994e-05	26
10401	100000.0	3.1153564453125e-05	26
10401	0.01	3.3178710937499985e-05	26
10402	4.0	2.4156188964843742e-06	2
10402	1.0	3.1265258789062487e-06	2
10402	100000.0	1.0735321044921877e-06	2
10402	0.1	3.2284545898437494e-06	2
10402	0.01	2.985839843749999e-06	2
10402	0.0	3.5324096679687485e-06	2
10403	0.1	3.301513671874999e-05	30
10403	0.01	3.68701171875e-05	30
10403	100000.0	3.164306640625e-05	30
10403	1.0	3.70654296875e-05	30
10403	0.0	3.778320312499999e-05	30
10404	0.1	1.4878540039062494e-05	11
10404	1.0	1.4605102539062493e-05	11
10404	4.0	1.4864501953124994e-05	11
10404	0.01	1.4981079101562493e-05	11
10404	100000.0	1.0955200195312502e-05	11
10404	0.0	1.4638671875e-05	11
10405	1.0	1.7693328857421871e-06	1
10405	0.1	1.4818572998046876e-06	1
10405	4.0	1.6945648193359369e-06	1
10405	0.01	1.455383300781249e-06	1
10405	0.0	2.141571044921874e-06	1
10405	100000.0	1.994781494140625e-06	1
10406	0.01	4.5965576171874984e-06	3
10406	100000.0	1.4929199218750004e-06	3
10406	4.0	4.437255859375e-06	3
10406	1.0	4.81201171875e-06	3
10406	0.0	4.154052734374999e-06	3
10406	0.1	5.02044677734375e-06	3
10407	1.0	8.436279296874999e-06	7
10407	0.01	9.814453124999997e-06	7
10407	4.0	8.488159179687497e-06	7
10407	0.0	9.790649414062496e-06	7
10407	100000.0	8.2318115234375e-06	7
10407	0.1	1.0344238281249994e-05	7
10408	4.0	6.607666015624998e-06	6
10408	0.0	8.250732421875e-06	6
10408	0.01	8.427734374999999e-06	6
10408	0.1	6.2042236328124986e-06	6
10408	1.0	7.598876953124997e-06	6
10408	100000.0	5.0366210937500015e-06	6
10409	100000.0	1.385498046875e-05	8
10409	0.1	1.379150390625e-05	8
10409	0.0	1.0269775390624996e-05	8
10409	1.0	1.4050292968749994e-05	8
10409	0.01	1.0448608398437497e-05	8
10410	0.01	3.848388671875001e-05	31
10410	0.0	3.927246093749999e-05	31
10410	0.1	3.820068359375e-05	31
10410	100000.0	3.500244140625001e-05	31
10410	1.0	3.8984375e-05	31
10411	0.0	2.0512695312499993e-05	16
10411	100000.0	1.8314208984375006e-05	16
10411	1.0	2.07470703125e-05	16
10411	0.01	2.0418701171875e-05	16
10411	0.1	2.0461425781249996e-05	16
10412	4.0	5.81855773925781e-07	0
10412	0.0	5.41725158691406e-07	0
10412	0.1	5.119323730468748e-07	0
10412	0.01	5.285644531249997e-07	0
10412	100000.0	7.016754150390623e-07	0
10412	1.0	5.620956420898437e-07	0
10413	100000.0	5.179748535156248e-06	8
10413	0.0	1.0007934570312497e-05	8
10413	0.01	1.0451049804687496e-05	8
10413	1.0	1.08282470703125e-05	8
10413	0.1	1.057861328125e-05	8
10414	100000.0	1.6912841796875e-05	12
10414	4.0	1.4981689453125e-05	12
10414	0.01	1.4512939453124994e-05	12
10414	0.0	1.50714111328125e-05	12
10414	1.0	1.6760253906249994e-05	12
10414	0.1	1.5296630859374994e-05	12
10415	0.01	2.48974609375e-05	19
10415	0.0	2.441406249999999e-05	19
10415	100000.0	2.2545166015625e-05	19
10415	1.0	2.315185546875e-05	19
10415	0.1	2.4888916015624992e-05	19
10416	0.0	2.5898437499999995e-05	20
10416	1.0	2.5554199218749993e-05	20
10416	100000.0	2.471313476562501e-05	20
10416	0.01	2.750244140625e-05	20
10416	0.1	2.5782470703124994e-05	20
10417	4.0	3.1649169921874987e-05	26
10417	100000.0	2.830322265625e-05	26
10417	0.1	3.1693115234375e-05	26
10417	0.01	3.280151367187499e-05	26
10417	0.0	3.260009765624999e-05	26
10417	1.0	3.1688232421874985e-05	26
10418	0.0	3.83740234375e-05	30
10418	0.01	3.823730468749999e-05	30
10418	1.0	3.7312011718749985e-05	30
10418	0.1	3.7792968749999985e-05	30
10418	100000.0	4.328125000000001e-05	30
10420	0.0	1.5891113281249995e-05	12
10420	1.0	1.6044921875e-05	12
10420	100000.0	1.4420166015625e-05	12
10420	0.1	1.6089477539062494e-05	12
10420	0.01	1.59222412109375e-05	12
10421	100000.0	2.7874755859375013e-05	24
10421	1.0	3.115234375e-05	24
10421	0.0	3.052734375e-05	24
10421	0.01	3.0705566406249985e-05	24
10421	4.0	3.167968749999999e-05	24
10421	0.1	3.069824218749999e-05	24
10422	100000.0	1.3193359375e-05	13
10422	0.0	1.6445312499999994e-05	13
10422	0.1	1.6329345703124993e-05	13
10422	1.0	1.5687255859374995e-05	13
10422	0.01	1.6507568359375e-05	13
10423	1.0	4.476013183593748e-06	3
10423	0.01	4.218749999999998e-06	3
10423	0.0	4.3804931640625e-06	3
10423	4.0	4.818115234374998e-06	3
10423	100000.0	7.548828124999997e-06	3
10423	0.1	4.146728515625e-06	3
10424	1.0	2.883605957031248e-06	2
10424	0.01	2.8778076171874994e-06	2
10424	0.1	2.9937744140625e-06	2
10424	0.0	2.8506469726562494e-06	2
10424	100000.0	1.505889892578125e-06	2
10424	4.0	2.431182861328125e-06	2
10425	1.0	6.905517578124999e-06	9
10425	0.0	1.1610107421874995e-05	9
10425	0.01	1.0977783203125e-05	9
10425	4.0	4.0338134765625014e-06	9
10425	100000.0	1.88079833984375e-06	9
10425	0.1	1.14276123046875e-05	9
10426	1.0	3.20556640625e-05	26
10426	0.1	3.1151123046875e-05	26
10426	0.01	3.2908935546874986e-05	26
10426	0.0	3.302734375e-05	26
10426	100000.0	2.8708496093750007e-05	26
10427	100000.0	2.7264404296875e-05	24
10427	1.0	2.832153320312499e-05	24
10427	0.01	2.926025390625e-05	24
10427	0.0	3.072998046875e-05	24
10427	0.1	2.839599609374999e-05	24
10428	100000.0	2.357635498046875e-06	8
10428	0.1	9.744873046875e-06	8
10428	4.0	9.978637695312493e-06	8
10428	1.0	9.403076171874997e-06	8
10428	0.01	1.0104370117187497e-05	8
10428	0.0	1.00494384765625e-05	8
10429	0.0	2.6865234374999993e-05	21
10429	1.0	2.6634521484375e-05	21
10429	100000.0	2.9017333984375e-05	21
10429	0.1	2.9930419921875e-05	21
10429	0.01	2.677734375e-05	21
10430	1.0	4.5288085937499984e-06	3
10430	0.1	4.3637084960937485e-06	3
10430	100000.0	3.1996154785156257e-06	3
10430	0.0	4.39910888671875e-06	3
10430	0.01	4.42596435546875e-06	3
10430	4.0	4.52392578125e-06	3
10431	0.0	5.818481445312498e-06	4
10431	0.1	4.49859619140625e-06	4
10431	100000.0	2.884521484375e-06	4
10431	0.01	5.912475585937497e-06	4
10431	1.0	5.227966308593751e-06	4
10431	4.0	4.805908203125001e-06	4
10432	100000.0	1.1624145507812504e-05	11
10432	0.0	1.41485595703125e-05	11
10432	0.01	1.3928222656249994e-05	11
10432	0.1	1.4475708007812494e-05	11
10432	1.0	1.3660278320312495e-05	11
10433	100000.0	8.5205078125e-07	1
10433	0.01	2.028045654296874e-06	1
10433	0.1	2.103424072265624e-06	1
10433	0.0	2.0320129394531243e-06	1
10433	1.0	1.7842102050781247e-06	1
10433	4.0	1.7118835449218745e-06	1
10434	0.0	1.4938354492187496e-06	1
10434	0.01	1.4979553222656245e-06	1
10434	1.0	1.5655517578124995e-06	1
10434	4.0	1.6731262207031241e-06	1
10434	100000.0	6.11419677734375e-07	1
10434	0.1	1.6232299804687505e-06	1
10435	100000.0	2.2105712890625007e-05	19
10435	1.0	2.1868896484375e-05	19
10435	0.01	2.378173828125e-05	19
10435	0.0	2.4061279296875e-05	19
10435	4.0	2.0657958984375e-05	19
10435	0.1	2.323486328125e-05	19
10436	100000.0	9.146728515625e-06	14
10436	0.0	1.8165283203125e-05	14
10436	0.1	1.7764892578124992e-05	14
10436	0.01	1.821533203125e-05	14
10436	1.0	1.8338623046875e-05	14
10437	100000.0	3.2681884765625e-05	28
10437	0.0	3.5098876953124994e-05	28
10437	0.1	3.398681640625e-05	28
10437	0.01	3.511474609374999e-05	28
10437	1.0	3.4238281249999994e-05	28
10438	1.0	2.8687744140625e-05	22
10438	0.01	2.8813476562499993e-05	22
10438	0.0	2.8570556640625e-05	22
10438	0.1	2.7956542968749993e-05	22
10438	100000.0	3.1749267578125005e-05	22
10439	0.01	5.835876464843748e-06	4
10439	4.0	8.2537841796875e-06	4
10439	0.1	5.8569335937499985e-06	4
10439	100000.0	9.669189453125004e-06	4
10439	1.0	6.498413085937499e-06	4
10439	0.0	5.944824218749998e-06	4
10440	4.0	2.8326416015624987e-05	22
10440	1.0	2.8282470703124987e-05	22
10440	0.1	2.8305664062499994e-05	22
10440	100000.0	2.7564697265625005e-05	22
10440	0.01	2.8608398437499995e-05	22
10440	0.0	2.8587646484375e-05	22
10441	0.01	3.6315917968749985e-05	29
10441	4.0	3.574218749999999e-05	29
10441	1.0	3.369873046874999e-05	29
10441	0.0	3.655029296874999e-05	29
10441	0.1	3.685546874999998e-05	29
10441	100000.0	3.5927734375e-05	29
10442	0.1	1.2404174804687496e-05	8
10442	0.0	1.0294799804687497e-05	8
10442	1.0	1.2024536132812496e-05	8
10442	100000.0	1.04901123046875e-05	8
10442	0.01	1.2250976562499995e-05	8
10443	100000.0	2.7365722656249995e-05	26
10443	0.01	3.283935546874999e-05	26
10443	0.0	3.2828369140624994e-05	26
10443	0.1	3.2841796874999993e-05	26
10443	1.0	3.308227539062499e-05	26
10444	1.0	3.3302001953124986e-05	25
10444	4.0	3.427246093749999e-05	25
10444	100000.0	3.07421875e-05	25
10444	0.1	3.2125244140624995e-05	25
10444	0.01	3.1872558593749986e-05	25
10444	0.0	3.198486328125e-05	25
10445	4.0	1.8458251953125e-05	10
10445	0.1	1.13873291015625e-05	10
10445	1.0	1.1123046875e-05	10
10445	0.0	1.29986572265625e-05	10
10445	100000.0	2.1138916015625e-05	10
10445	0.01	1.3006591796874996e-05	10
10446	0.1	3.3273925781249985e-05	27
10446	1.0	3.2425537109375e-05	27
10446	0.0	3.3771972656249995e-05	27
10446	0.01	3.3236083984374995e-05	27
10446	100000.0	2.7567138671875e-05	27
10447	0.01	2.0375976562499995e-05	15
10447	0.1	1.9923095703125e-05	15
10447	1.0	2.001708984375e-05	15
10447	0.0	1.9984130859375006e-05	15
10447	100000.0	1.9204101562500005e-05	15
10448	1.0	8.921508789062496e-06	7
10448	100000.0	8.999633789062503e-06	7
10448	0.1	8.423461914062496e-06	7
10448	0.0	8.820495605468749e-06	7
10448	0.01	8.5198974609375e-06	7
10449	0.1	3.279296875e-05	26
10449	0.01	3.368530273437499e-05	26
10449	1.0	3.280883789062499e-05	26
10449	100000.0	3.0167236328125e-05	26
10449	0.0	3.26513671875e-05	26
10450	4.0	7.1893310546875e-06	3
10450	1.0	6.851806640624997e-06	3
10450	0.1	7.623291015624997e-06	3
10450	0.01	5.057373046875002e-06	3
10450	0.0	4.869079589843748e-06	3
10450	100000.0	8.978881835937501e-06	3
10451	0.1	1.4364624023437493e-05	11
10451	1.0	1.4354248046875e-05	11
10451	0.01	1.4340820312499997e-05	11
10451	4.0	1.4963378906249994e-05	11
10451	100000.0	1.637451171875e-05	11
10451	0.0	1.4448852539062496e-05	11
10452	0.01	1.5396728515624992e-05	12
10452	0.0	1.5467529296874995e-05	12
10452	4.0	1.5247192382812493e-05	12
10452	0.1	1.5415039062499994e-05	12
10452	100000.0	1.5142211914062505e-05	12
10452	1.0	1.5123901367187494e-05	12
10453	0.01	2.3629150390624992e-05	18
10453	0.1	2.2852783203124992e-05	18
10453	4.0	2.275390624999999e-05	18
10453	1.0	2.24169921875e-05	18
10453	100000.0	2.0432128906250007e-05	18
10453	0.0	2.3577880859374995e-05	18
10454	1.0	2.579833984375e-05	19
10454	0.1	2.6295166015624992e-05	19
10454	0.01	2.440673828124999e-05	19
10454	0.0	2.43994140625e-05	19
10454	100000.0	8.508300781250001e-06	19
10455	1.0	3.046874999999999e-05	24
10455	0.01	3.0687255859374994e-05	24
10455	0.1	3.111694335937499e-05	24
10455	0.0	3.0762939453124995e-05	24
10455	100000.0	2.9661865234375005e-05	24
10456	0.0	1.1417236328125e-05	9
10456	100000.0	1.040771484375e-05	9
10456	0.1	1.2011718749999997e-05	9
10456	0.01	1.1300659179687495e-05	9
10456	1.0	1.1031494140624997e-05	9
10457	100000.0	3.4309082031250004e-05	27
10457	0.01	3.4561767578124986e-05	27
10457	1.0	3.480834960937499e-05	27
10457	0.0	3.434814453124999e-05	27
10457	0.1	3.502075195312499e-05	27
10458	100000.0	1.54534912109375e-05	11
10458	0.0	1.4615478515624994e-05	11
10458	1.0	1.37744140625e-05	11
10458	0.1	1.3648071289062495e-05	11
10458	0.01	1.3989257812499994e-05	11
10460	0.01	3.81591796875e-05	29
10460	0.1	3.761230468749999e-05	29
10460	1.0	3.483154296874999e-05	29
10460	0.0	3.703124999999999e-05	29
10460	100000.0	3.2124023437500014e-05	29
10461	1.0	5.148315429687499e-06	4
10461	4.0	5.4977416992187484e-06	4
10461	0.0	6.0110473632812485e-06	4
10461	100000.0	5.8563232421875e-06	4
10461	0.1	5.936279296874998e-06	4
10461	0.01	5.3057861328125e-06	4
10462	0.0	2.6059570312499994e-05	20
10462	0.1	2.5838623046874993e-05	20
10462	100000.0	2.3529052734375007e-05	20
10462	1.0	2.759033203125e-05	20
10462	0.01	2.6186523437499992e-05	20
10463	0.01	3.5910644531249986e-05	28
10463	0.1	3.61083984375e-05	28
10463	0.0	3.623291015625e-05	28
10463	1.0	3.617919921875e-05	28
10463	100000.0	3.5584716796875e-05	28
10464	100000.0	1.38946533203125e-05	12
10464	0.0	1.5853271484374998e-05	12
10464	0.01	1.4950561523437493e-05	12
10464	1.0	1.5840454101562496e-05	12
10464	0.1	1.5335693359374992e-05	12
10465	100000.0	2.0329589843750006e-05	20
10465	1.0	2.4085693359375e-05	20
10465	0.01	2.454956054687499e-05	20
10465	0.0	2.5079345703124992e-05	20
10465	0.1	2.496582031249999e-05	20
10466	0.0	1.4289617538452149e-08	0
10466	100000.0	2.164840698242189e-08	0
10466	1.0	1.2761354446411129e-08	0
10466	4.0	1.4089345932006836e-08	0
10467	1.0	4.3060302734375e-06	3
10467	0.01	4.165649414062499e-06	3
10467	4.0	4.988708496093752e-06	3
10467	100000.0	6.4312744140625e-06	3
10467	0.0	4.172058105468748e-06	3
10467	0.1	4.486389160156248e-06	3
10468	0.0	3.373046875e-05	26
10468	0.01	3.3605957031249985e-05	26
10468	100000.0	1.5780029296875e-05	26
10468	1.0	3.2509765624999987e-05	26
10468	0.1	3.336669921874999e-05	26
10469	0.01	3.2867431640625e-05	26
10469	0.1	3.274902343749999e-05	26
10469	0.0	3.30615234375e-05	26
10469	100000.0	2.9456787109375e-05	26
10469	1.0	3.3073730468749995e-05	26
10470	100000.0	2.0458984375e-05	18
10470	0.0	2.2875976562500005e-05	18
10470	0.01	2.0634765625e-05	18
10470	4.0	2.272216796874999e-05	18
10470	0.1	2.1343994140625e-05	18
10470	1.0	2.0979003906249995e-05	18
10471	100000.0	2.9356689453125005e-05	24
10471	0.01	3.029541015625e-05	24
10471	0.0	3.03369140625e-05	24
10471	0.1	3.04541015625e-05	24
10471	1.0	3.0733642578124986e-05	24
10472	0.0	3.947021484374999e-05	31
10472	0.1	3.85693359375e-05	31
10472	0.01	3.845214843749999e-05	31
10472	100000.0	3.72998046875e-05	31
10472	1.0	3.849609374999999e-05	31
10473	0.0	2.5296630859375e-05	20
10473	0.1	2.164794921875e-05	20
10473	100000.0	2.1937255859375004e-05	20
10473	1.0	2.441406249999999e-05	20
10473	0.01	2.548828124999999e-05	20
10473	4.0	2.436645507812499e-05	20
10474	0.0	2.1072998046874994e-05	16
10474	0.1	2.0595703124999994e-05	16
10474	1.0	2.0826416015624988e-05	16
10474	0.01	2.0426025390624994e-05	16
10474	100000.0	1.93798828125e-05	16
10475	100000.0	2.7084350585937503e-06	3
10475	0.1	2.5889587402343744e-06	3
10475	0.0	4.856567382812498e-06	3
10475	4.0	5.170288085937499e-06	3
10475	1.0	1.411743164062499e-06	3
10475	0.01	3.1201171875000008e-06	3
10476	1.0	4.018249511718749e-06	3
10476	0.0	4.277954101562498e-06	3
10476	0.1	7.317504882812498e-06	3
10476	100000.0	8.2763671875e-06	3
10476	0.01	4.3572998046875e-06	3
10476	4.0	4.407958984375e-06	3
10477	100000.0	2.5019531250000007e-05	26
10477	4.0	3.185546875e-05	26
10477	1.0	3.1464843749999985e-05	26
10477	0.01	3.2191162109374986e-05	26
10477	0.1	3.2177734375e-05	26
10477	0.0	3.282958984374999e-05	26
10478	1.0	7.172393798828123e-07	0
10478	0.1	4.084205627441405e-07	0
10478	0.0	9.024810791015621e-07	0
10478	4.0	8.567428588867185e-07	0
10478	100000.0	6.134796142578125e-07	0
10479	1.0	2.7232666015625e-05	16
10479	0.0	2.0262451171874993e-05	16
10479	0.01	2.1219482421875e-05	16
10479	100000.0	1.9322509765625005e-05	16
10479	4.0	2.6654052734374992e-05	16
10479	0.1	2.8072509765624987e-05	16
10480	1.0	3.580566406249998e-05	27
10480	0.1	3.3437499999999986e-05	27
10480	0.0	3.4622802734374986e-05	27
10480	100000.0	3.470458984375e-05	27
10480	0.01	3.472045898437499e-05	27
10481	1.0	1.9262695312500006e-05	19
10481	0.0	2.425659179687499e-05	19
10481	0.1	2.5306396484374993e-05	19
10481	100000.0	1.50067138671875e-05	19
10481	0.01	2.4195556640624993e-05	19
10482	0.01	1.2176513671874995e-06	1
10482	0.1	1.30523681640625e-06	1
10482	4.0	2.0100402832031248e-06	1
10482	0.0	2.119445800781249e-06	1
10482	1.0	1.90185546875e-06	1
10482	100000.0	1.3676452636718752e-06	1
10483	4.0	5.122985839843749e-06	1
10483	1.0	4.664001464843748e-06	1
10483	0.0	1.5553283691406245e-06	1
10483	100000.0	7.030029296875001e-06	1
